,,,,
Time (sec),Yaw_Front_Left (deg),Yaw_Back_Left (deg),Yaw_Back_Right (deg),Yaw_Front_Right (deg)
3.92,163.5473939,148.8208643,147.4588543,162.2800369
3.96,163.5521384,148.6610827,147.2979042,162.2854332
4,163.5593583,148.4778926,147.1134173,162.2932705
4.04,163.5689305,148.2650165,146.8972675,162.3054082
4.08,163.5806053,148.0265256,146.6558564,162.3189848
4.12,163.5930784,147.7681236,146.3953687,162.3322148
4.16,163.604,147.4903238,146.1152919,162.3438529
4.2,163.6122273,147.1915999,145.814159,162.3526533
4.24,163.61872,146.8726382,145.4946588,162.3575149
4.28,163.6229764,146.5339897,145.1542656,162.3611568
4.32,163.6246557,146.1769028,144.7936778,162.3637296
4.36,163.6220244,145.800086,144.4137751,162.361239
4.4,163.6151634,145.4046101,144.0142794,162.3550906
4.44,163.6057534,144.9829185,143.5861208,162.348259
4.48,163.5942483,144.5388218,143.1356546,162.3387431
4.52,163.5786867,144.0751684,142.666418,162.3239797
4.56,163.5588969,143.5895184,142.1767073,162.3031852
4.6,163.5348843,143.0768575,141.6576024,162.2797188
4.64,163.507616,142.5413371,141.1148079,162.2531455
4.68,163.4765903,141.9852054,140.5537073,162.2204357
4.72,163.43931,141.404058,139.9651814,162.1828227
4.76,163.3969489,140.7920295,139.3444604,162.1404115
4.76,163.3969489,140.7920295,139.3444604,162.1404115
4.8,163.3491622,140.1530527,138.6919107,162.0953092
4.84,163.297004,139.4840531,138.0067405,162.0465299
4.88,163.2389186,138.7821259,137.2891581,161.9901969
4.92,163.1746193,138.0535024,136.552562,161.9217682
4.96,163.1028659,137.3178633,135.819868,161.8391974
5,163.0186615,136.5614094,135.0428822,161.757304
5.04,162.9269715,135.7518668,134.2048343,161.6701987
5.08,162.8278487,134.9055687,133.3329295,161.5720491
5.12,162.720721,134.03763,132.4496802,161.4596063
5.16,162.6009204,133.1653149,131.5570259,161.3359375
5.2,162.4706883,132.2811509,130.6558352,161.1995631
5.24,162.3269833,131.3481969,129.7020017,161.0496701
5.28,162.1705393,130.3622035,128.6907601,160.8867007
5.32,162.0009855,129.3229974,127.6154288,160.7114888
5.36,161.8174645,128.2299372,126.4805882,160.5207387
5.4,161.6175498,127.0874545,125.3055215,160.3089166
5.44,161.396878,125.9216753,124.099302,160.0758019
5.48,161.4750576,125.1600464,123.3694423,160.1384636
5.52,161.6568872,124.5468541,122.7295496,160.3112893
5.56,161.845389,123.942779,122.1615616,160.4882548
5.6,162.0137698,123.3164434,121.5823125,160.648816
5.6,162.0137698,123.3164434,121.5823125,160.648816
5.64,162.1452409,122.656614,120.9588261,160.776047
5.68,161.6158727,121.1781178,120.4555993,160.9417857
5.714290266,161.0893214,119.7784406,119.9219232,160.9918016
5.72,161.000136,119.5636188,119.8328942,160.9978912
5.76,160.4008645,118.1354972,119.2258612,161.0272492
5.8,159.8764175,116.9475719,118.6904238,161.0344848
5.819740471,159.6685666,116.4980326,118.4709809,161.0362819
5.84,159.5149292,116.1938576,118.283486,161.0305271
5.875772809,160.9096897,118.3373763,116.191714,159.0129474
5.88,161.0567864,118.5316494,116.0173245,158.8880029
5.92,161.4939228,118.9199653,115.1766556,158.8837355
5.96,160.7423875,117.8229698,115.8808057,159.4726902
5.979141042,158.8150934,115.8149862,118.2456174,160.8860694
6,158.6573353,115.175435,118.9596918,161.4493439
6.04,158.695164,114.541705,119.1432289,161.6773908
6.04,158.695164,114.541705,119.1432289,161.6773908
6.073926503,160.5471012,117.6945931,115.9887101,158.9525382
6.08,161.0254849,118.4583038,115.6477482,158.6786902
6.085854815,161.2915881,118.8164335,115.4712711,158.6406818
6.12,161.7528914,119.3335838,114.6916763,158.7039038
6.154779326,160.9512751,118.0884022,115.4452856,159.2597798
6.16,160.3865891,117.4786065,116.0670165,159.6153185
6.173355638,158.7109334,115.7263941,118.1257825,160.8301593
6.2,158.4990688,114.7997617,119.3198263,161.7364466
6.224195143,158.4544984,114.1935479,119.5534759,161.9192877
6.24,158.5517705,114.2441272,119.4216152,161.8753637
6.253555776,159.1316104,115.2663124,118.0887562,160.9402316
6.266357962,160.2957994,117.275545,116.1920325,159.146488
6.28,161.3426073,118.8953625,115.2234107,158.3781528
6.28616511,161.556457,119.1418604,115.0826004,158.4291931
6.32,162.0136879,119.714088,114.2124713,158.468934
6.36,159.8014571,116.9126013,116.5996029,159.9100499
6.369274566,158.594692,115.6469316,118.2156674,160.872781
6.4,158.4088975,114.5649477,119.6771811,161.9813712
6.422115651,158.3493178,113.9905789,119.919967,162.1518077
6.44,158.5433446,114.2240873,119.5863018,161.9622312
6.461741251,160.1851134,117.1064065,116.4477493,159.3282212
6.474950992,161.3440783,118.9408553,115.1652928,158.2084216
6.48,161.5489178,119.1863633,114.9769404,158.162547
6.52,162.2454916,120.0960044,113.9269242,158.2929598
6.56,159.5009205,116.678552,116.9594631,160.0792635
6.6,158.3546544,114.4742242,119.9992056,162.1589021
6.629348184,158.3165926,113.8877732,120.2849991,162.3660324
6.64,158.5524823,114.2948919,119.7620801,162.0176423
6.659534506,160.145817,117.1147157,116.6859145,159.4546778
6.673982315,161.4233883,119.1266969,115.2628341,158.2254754
6.68,161.666058,119.4152313,115.0660202,158.2140695
6.72,162.3286745,120.3030772,114.0197502,158.3351655
6.76,159.1916262,116.4319944,117.5248187,160.371262
6.76,159.1916262,116.4319944,117.5248187,160.371262
6.8,158.3454909,114.460742,120.1545268,162.2162395
6.84,158.6645831,114.5536316,119.5737367,161.8350818
6.856956694,160.1492245,117.1760008,116.7441796,159.44941
6.870747894,161.3989097,119.1516111,115.3789367,158.2854138
6.88,161.7644353,119.5816293,115.1094312,158.3245895
6.881268029,161.8093442,119.6347958,115.0871825,158.3521933
6.92,162.332852,120.3307506,114.0639132,158.3704925
6.956852449,159.1875572,116.4442293,117.5462577,160.3830817
6.96,158.8021637,116.0369967,118.1224103,160.7291126
7,158.4121728,114.4508833,120.0842612,162.1804579
7.04,158.9214746,114.9708717,118.9154682,161.4085727
7.053646615,160.2087449,117.2191108,116.5622727,159.3574364
7.067261207,161.397228,119.0819107,115.2291707,158.2127879
7.08,161.860698,119.620544,114.8718025,158.2998657
7.12,162.3299261,120.2296707,113.8656615,158.298513
7.156271294,158.7523246,115.8976206,117.9261903,160.6511326
7.16,158.4366137,115.543733,118.5292316,161.0282637
7.2,158.3140914,114.1450333,120.1173697,162.2625936
7.212955968,158.267138,113.825645,120.2104257,162.3321156
7.24,159.047088,115.1290591,118.4452798,161.1231493
7.250214419,160.0777243,116.9222358,116.6376724,159.4820929
7.277565639,161.8828586,119.5673769,114.7749777,158.2563607
7.28,161.9629421,119.666641,114.7182071,158.2978671
7.32,162.3897661,120.2355541,113.7485045,158.2815578
7.36,158.1928328,115.1899689,118.7260107,161.2018669
7.4,158.1410831,113.7907045,120.2773701,162.4033749
7.412143943,158.0973386,113.4983393,120.3823338,162.473314
7.44,159.011385,115.0637947,118.391966,161.0747525
7.448965802,159.9759003,116.7478312,116.7162855,159.5509304
7.48,162.0926571,119.8634858,114.5111058,158.1009263
7.52,162.6235346,120.6315909,113.5308837,158.1270167
7.543494692,160.8090101,118.1440726,115.5540964,159.2566602
7.56,158.2907919,115.449723,118.7406698,161.1519581
7.6,158.2124302,114.0340457,120.5295061,162.5042134
7.621321097,158.185991,113.6750438,120.6963229,162.6205027
7.64,158.9289196,115.0222599,119.0184147,161.4209686
7.651787507,160.2002851,117.2530074,116.6913718,159.4012124
7.68,162.0707874,119.9768536,114.7828634,158.1861598
7.72,162.6120588,120.7583358,113.7814899,158.2069816
7.744202705,160.8145205,118.2920461,115.7913883,159.3268457
7.754995628,158.9575608,116.3163885,117.963549,160.5871561
7.76,158.4895525,115.8003206,118.8067201,161.1125263
7.8,158.3886161,114.4067215,120.5100876,162.4100563
7.820702591,158.3585387,114.0488734,120.635941,162.5094741
7.84,159.1038009,115.3914978,118.8992094,161.2836127
7.851113085,160.2574391,117.4124671,116.8250743,159.4504878
7.875044975,161.8418198,119.7311397,115.2058646,158.3881101
7.88,161.9918869,119.9162309,115.0849219,158.4588183
7.92,162.3630585,120.399527,114.1459473,158.4208242
7.940522759,160.851765,118.2920914,115.780107,159.3393033
7.952101223,159.0437815,116.3640351,117.8799621,160.5586591
7.96,158.472894,115.682056,118.9695319,161.2546835
8,158.4887486,114.4385228,120.1307875,162.1952735
8.04,159.5425508,116.0548596,117.8249054,160.5209728
8.047330014,160.3029299,117.3648319,116.5578771,159.31637
8.059363684,161.3235355,118.9686747,115.4531131,158.3744321
8.070422406,161.7213969,119.425793,115.1262578,158.4155115
8.08,161.9520344,119.7041961,114.8655601,158.4992273
8.12,162.0976112,119.8148523,114.1799065,158.5178591
8.151122535,158.5593052,115.6377535,118.2574851,160.8919867
8.16,158.1464455,115.0425715,119.0183649,161.4324577
8.2,158.2651807,113.8754597,119.9866715,162.2174644
8.213095329,158.284856,113.747018,120.0290453,162.2763025
8.234120211,159.1543731,115.2672293,118.0409782,160.8669706
8.24,159.7191835,116.2499111,117.0747792,159.9696849
8.244502857,160.2353558,117.1301871,116.2338599,159.1638617
8.257208187,161.3624749,118.8909879,114.9958051,158.0931088
8.28,162.1265018,119.8168536,114.3689402,158.277265
8.32,162.2268083,119.9187585,113.8004478,158.3456533
8.345877602,158.9172235,115.9856273,117.435753,160.4286139
8.36,157.8706592,114.7121463,119.1177968,161.5454522
8.4,158.0659093,113.5449366,120.3907307,162.5017617
8.406877943,158.0561772,113.4231382,120.4458654,162.5390706
8.44,159.5856763,116.0734826,117.3769238,160.1733014
8.443147201,159.9826977,116.7567096,116.7139196,159.5403678
8.48,162.2895738,120.1397743,114.4477428,158.2609753
8.52,162.4884043,120.4391935,113.7996264,158.2957618
8.536477584,160.7967553,118.1483963,115.6426433,159.3105088
8.56,157.8999107,114.9310589,119.4463587,161.6569638
8.6,158.0756592,113.7431707,120.8533835,162.6853157
8.607635527,158.063878,113.6040415,120.9248127,162.7297157
8.64,159.68716,116.4337463,117.6862004,160.2154501
8.642283865,159.9849653,116.948865,117.182998,159.7384892
8.68,162.3870141,120.5146392,114.6914037,158.2551699
8.72,162.5499274,120.8041716,114.0843202,158.3186043
8.73594064,160.7286582,118.3880073,116.0687903,159.4159585
8.746253358,158.9345626,116.4753155,118.2918033,160.7133819
8.76,158.3172079,115.5934037,119.7469506,161.7147014
8.8,158.3972919,114.4031027,120.8758116,162.5454104
8.803977312,158.3928377,114.3376705,120.90141,162.5640413
8.83738977,160.1916979,117.4369667,117.316866,159.6842118
8.84,160.5082818,117.9760286,116.893646,159.275811
8.88,162.257476,120.5046142,115.0741882,158.5701648
8.92,161.5734319,119.5712405,115.319126,158.9575429
8.926381672,160.6658656,118.3733815,116.2630953,159.4867798
8.937595163,158.782412,116.3918052,118.5017668,160.7909451
8.96,158.2734739,115.2858823,119.9820357,161.8547104
9,158.214702,114.1898684,120.6049318,162.2664421
9.025795704,159.9938461,117.2997297,117.0536468,159.349831
9.04,161.1928952,119.2314824,115.8779013,158.3366106
9.04,161.1928952,119.2314824,115.8779013,158.3366106
9.08,161.9466061,120.3109535,114.4990968,158.2105307
9.12,158.9741639,116.7431707,117.4962215,159.9997811
9.123369488,158.5991835,116.355757,118.1152954,160.3644709
9.16,158.0838495,114.752538,119.8434241,161.5616311
9.186390365,157.9562974,114.0943265,119.9084514,161.6404372
9.2,158.3941158,114.839376,118.8022551,160.8627178
9.212780337,159.6469951,117.0281689,116.4410189,158.8013753
9.223688163,160.602427,118.5756549,115.5733361,158.0117444
9.235095791,161.0353927,119.1319577,115.0964003,157.9234183
9.24,161.1686894,119.3002605,114.8978982,157.9254812
9.28,161.4308421,119.6134046,113.7541646,157.7713405
9.295080346,159.9279942,117.5858308,115.2425798,158.6590632
9.32,157.3571248,114.731514,118.7551457,160.8327974
9.36,157.246886,113.1716263,119.7853302,161.5496381
9.394292031,159.0042842,116.0456725,116.2139555,158.6371069
9.4,159.7643523,117.3341514,115.259656,157.6836307
9.408387942,160.4108074,118.364917,114.6318589,157.1093677
9.44,161.3641418,119.7527159,113.3102112,157.0512897
9.48,160.3863923,118.5593492,113.6924511,157.5385569
9.486009938,159.2685701,117.1384899,114.8322211,158.1762239
9.52,156.758557,113.9153029,119.1553999,160.798971
9.56,156.5795254,112.5127559,119.9279626,161.2214321
9.586487841,158.3880022,115.7540111,116.0883128,158.0582208
9.6,159.6756916,117.9577169,114.6875082,156.7445314
9.64,160.5590756,119.4234345,112.6918328,156.3215323
9.68,157.7259882,115.9953322,115.2551594,157.8640986
9.687805919,156.8161976,115.083735,116.8413585,158.7761083
9.72,156.16996,113.2974486,118.6288711,159.8786998
9.76,156.2714091,112.9765532,117.8540229,159.2435882
9.77435943,157.6766555,115.4944556,115.0739916,156.8601119
9.8,158.9306754,117.6099176,113.3232262,155.8773262
9.84,158.912537,117.620058,111.9018384,155.4781478
9.869651826,155.6176451,113.7859855,115.7531168,157.670494
9.88,155.3491532,113.1514647,116.4499138,158.0904394
9.92,154.7988076,111.3067678,116.7841381,158.2764559
9.924882414,154.7961792,111.2542058,116.7323408,158.2513887
9.951397123,156.3677859,114.0196567,113.3470045,155.3527466
9.96,156.9963142,115.1114861,112.5809917,154.7169747
10,157.3711589,115.7965192,110.4020594,154.0387057
10.04,154.2695955,112.1504609,113.17837,155.7100549
10.04525319,153.9019843,111.685217,113.8969178,156.1267103
10.08,153.177033,109.6263778,114.8968541,156.6957321
10.12,153.9479611,110.7109534,112.3541849,154.6717619
10.1254856,154.442704,111.6132095,111.4071931,153.7361331
10.16,155.6237626,113.7469476,108.9373106,152.4380583
10.2,154.9396398,112.842448,108.26237,152.3050954
10.20636086,154.1950211,111.9055931,108.923485,152.6683589
10.2248584,152.1271302,109.6430975,111.2135454,153.9103376
10.24,151.8805229,108.8693588,112.2293208,154.4786951
10.27676806,151.3164935,107.3730329,112.1549092,154.330823
10.28,151.2941969,107.3236631,112.0992887,154.2908951
10.32,152.5196343,109.6945965,108.7321983,151.3716741
10.36,152.8367324,110.4796095,107.2738647,150.8622583
10.39249041,152.0720638,109.4426539,106.8987147,150.6784219
10.4,151.5965039,108.9584714,107.1985012,150.8330706
10.42283379,150.2551434,107.5562874,108.2124953,151.3389987
10.44,150.1086462,107.1041055,108.754184,151.574243
10.48,149.5106065,105.9282824,108.4542856,151.1754038
10.52,149.2479354,105.8258199,107.1762009,149.9381458
10.56,149.7362189,107.3087187,105.0725088,148.1277505
10.6,149.0955269,106.6995097,103.8119688,147.4409966
10.64,148.2024595,105.7143856,103.290075,146.9862367
10.66478456,146.5641513,104.0559611,104.325953,147.3841322
10.68,146.1827246,103.4462738,104.9773298,147.6148026
10.72,145.3307036,102.016202,104.7621922,147.152402
10.76,144.4949765,101.059311,103.8380619,146.2838221
10.8,144.7882192,102.4625497,101.3679623,143.8867391
10.84,144.3336783,102.5625925,99.72934482,142.7658228
10.88,143.2205256,101.4452696,98.55014091,141.6919901
10.90859972,141.6501255,99.77079462,99.23335806,141.6481811
10.92,141.2214138,99.19782403,99.65983036,141.6894737
10.96,139.5700066,96.85221777,99.43879668,141.0872958
10.9667257,139.3162706,96.50556574,99.26039968,140.9396957
11,138.4553242,95.45038521,98.17293565,140.0886065
11.02704488,138.347002,95.88075494,96.43431557,138.4142758
11.04,138.3459993,96.28935687,95.88871386,137.9726018
11.08,137.5559097,96.11688616,94.22928384,136.4999934
11.08,137.5559097,96.11688616,94.22928384,136.4999934
11.12,136.1901887,95.7173979,94.30100079,135.3999121
11.16,135.3542153,95.81890221,94.48490811,134.6454574
11.2,134.7033144,96.14219239,94.76258807,133.9482195
11.2,134.7033144,96.14219239,94.76258807,133.9482195
11.24,134.0095559,96.46549491,95.05954941,133.2341735
11.28,133.2480022,96.7582996,95.32909594,132.455921
11.32,132.4221559,97.03151911,95.57695182,131.6093197
11.36,131.5332025,97.29082909,95.80770252,130.6952747
11.4,130.582486,97.54401588,96.02203861,129.7126945
11.44,129.5699211,97.79178087,96.21971056,128.6608921
11.48,128.493842,98.03549782,96.40138758,127.5372819
11.52,127.3921174,98.50119337,96.57291356,126.3527379
11.56,126.2421967,99.31670779,96.74258836,125.0604141
11.6,124.9460336,100.3406188,96.89120625,123.5694474
11.64,123.5076,101.5100274,96.97901763,121.8621058
11.68,121.9621305,102.7084406,97.06239528,119.9934257
11.72,120.3341658,103.8372868,97.294873,118.0741583
11.76,118.6522001,104.8624481,97.74478824,116.1575517
11.8,116.9507048,105.8206056,98.42464869,114.2722548
11.84,115.2794463,106.8709123,99.23599908,112.4241716
11.88,113.5028034,107.8690145,100.4002624,110.5784014
11.92,111.5669051,108.710249,101.6276888,108.688171
11.96,109.7352303,109.649786,102.9919509,106.8965486
12,108.0200927,110.7264262,104.483318,105.1672668
12.04,106.3243009,111.7635297,105.8838774,103.4429549
12.08,104.7674135,112.8122192,107.2358762,101.8536506
12.12,103.3378477,113.9417909,108.627634,100.3997724
12.16,101.9576129,115.1400568,110.0647014,99.02402301
12.2,100.6061474,116.4001763,111.5419739,97.72394505
12.24,99.29071078,117.726516,113.0624805,96.51328727
12.28,98.03001822,119.1050597,114.6452376,95.39185011
12.32,96.87636801,120.4923772,116.2875949,94.37908444
12.36,95.90030315,121.8820498,117.9152545,93.5788408
12.38352865,95.48263234,122.6990134,118.8498858,93.27950318
12.4,94.72451147,122.6722437,119.10452,92.62754591
12.44,93.92384772,122.7179429,119.5009158,91.7639785
12.48,93.80213779,122.7524213,119.6209627,91.60619282
12.52,94.07924017,122.8062274,119.7193975,91.81758168
12.56,94.38672449,122.8563084,119.8100154,92.05538304
12.6,94.60349896,122.8993191,119.8965949,92.21001624
12.6375,94.71746339,122.9319428,119.9722676,92.27507281
12.64,94.72352017,122.9339148,119.9771088,92.27804939
12.67296875,94.78558697,122.9572332,120.037802,92.3020696
12.68,94.79875387,122.9618519,120.0501941,92.30721231
12.68703125,94.81241939,122.9663466,120.0623415,92.3128402
12.72,94.86743697,122.9843233,120.1144587,92.3325217
12.76,94.94304553,123.002883,120.171368,92.36575909
12.8,95.01425437,123.0173967,120.2213367,92.39729067
12.84,95.07417749,123.0279897,120.264912,92.42116122
12.88,95.12347712,123.0348381,120.3020233,92.43813704
12.92,95.16456806,123.0380958,120.3323558,92.45062236
12.96,95.19968062,123.0377519,120.3552195,92.46118513
12.98,95.2080732,123.035474,120.3627737,92.46021148
13,95.22209572,123.0329115,120.3688981,92.46479595
13.02,95.22598075,123.0284497,120.3715709,92.46195379
13.04,95.23023044,123.0234259,120.372694,92.46036144
13.08,95.22958419,123.0110861,120.3696458,92.45194256
13.12,95.22424452,122.9975724,120.3628838,92.4419111
13.16,95.2140543,122.9835178,120.3537942,92.42955238
13.2,95.19870204,122.9693081,120.3433069,92.41413235
13.24,95.18122377,122.9555846,120.3326058,92.39771051
13.28,95.16527804,122.9428658,120.322556,92.38303575
13.2925,95.15963873,122.9389159,120.3192901,92.37807937
13.32,95.15354814,122.9310876,120.3128772,92.37252641
13.32875,95.14804586,122.9282918,120.3104096,92.36790155
13.36,95.13475523,122.9185647,120.3009998,92.35744486
13.4,95.1063616,122.904642,120.2858,92.33613165
13.44,95.07754102,122.8902489,120.2682447,92.31620909
13.48,95.03654068,122.8732429,120.2449165,92.28903167
13.52,94.97617116,122.8539238,120.2171048,92.24777625
13.56,94.90130685,122.832316,120.1838808,92.19676002
13.6,94.80080029,122.8055251,120.1398744,92.12825566
13.64,94.69132684,122.7780621,120.093261,92.05360765
13.68,94.57943169,122.7526464,120.049002,91.97498936
13.72,94.44326884,122.7237334,119.9985122,91.87953143
13.76,94.22110128,122.6701538,119.9008511,91.7329833
13.8,93.90295032,122.6159046,119.8076746,91.50216171
13.84,93.52151264,122.586425,119.7676908,91.18454283
13.88,93.01234833,122.5382907,119.6989625,90.76856836
13.92,92.3648554,122.4997252,119.6534159,90.21545554
13.96,91.5763903,122.4827559,119.6615701,89.49858609
14,90.70394342,122.4700963,119.695203,88.69996312
14.04,89.8331066,122.4324036,119.7158216,87.96384676
14.08,89.09637998,122.3594783,119.7057234,87.44948457
14.12,88.55401438,122.3059305,119.7539094,87.16591887
14.16,88.0967854,122.2908423,119.9177559,87.02237617
14.2,87.64469741,122.3341766,120.2162433,86.84726941
14.24,87.1186588,122.3819491,120.5582127,86.55806447
14.28,86.66228119,122.4148651,120.9259244,86.28311342
14.32,86.36198857,122.461696,121.3860403,86.1599508
14.36,86.08861801,122.5411888,121.8961501,86.03817862
14.4,85.80112788,122.6353322,122.4149977,85.8804477
14.44,85.02483781,122.589001,122.4942345,85.11651344
14.48,84.05869433,122.5104097,122.5386038,84.19144729
14.52,83.33293346,122.4589122,122.610745,83.39087491
14.56,83.23297273,122.4680713,122.8310876,83.43502354
14.6,83.19852078,122.5782948,123.0306655,83.52262218
14.64,83.23384668,122.7099308,123.2013033,83.63026715
14.68,83.28815786,122.8373168,123.3604108,83.74342347
14.72,83.36306081,122.9706823,123.516528,83.86280009
14.76,83.45817576,123.1127907,123.6730335,83.99043508
14.8,83.56784477,123.2604329,123.829229,84.12418285
14.84,83.68878029,123.4120209,123.9833395,84.26028968
14.88,83.81687093,123.564733,124.1350112,84.39813281
14.92,83.95361035,123.7210808,124.2881482,84.54073793
14.96,84.09945855,123.8836763,124.4493195,84.69310845
15,84.27280921,124.0689257,124.6272316,84.86485548
15.04,84.49355179,124.2893921,124.8120695,85.03913214
15.08,84.74453854,124.5275871,124.9881699,85.20475029
15.12,85.0126079,124.7777765,125.1587741,85.36171862
15.12,85.0126079,124.7777765,125.1587741,85.36171862
15.16,85.29781376,125.040889,125.3303384,85.51494035
15.16,85.29781376,125.040889,125.3303384,85.51494035
15.2,85.59420404,125.3124986,125.5036946,85.66323128
15.24,85.90576081,125.5950093,125.6797731,85.80999995
15.28,86.23171389,125.8870124,125.8564684,85.95369716
15.32,86.57180715,126.1874563,126.0311734,86.09327426
15.32,86.57180715,126.1874563,126.0311734,86.09327426
15.36,86.65912584,126.2896145,126.4002446,86.48583977
15.39258413,86.46207469,126.1706353,126.906069,87.06834717
15.4,86.53785837,126.2428817,126.9217756,87.07805877
15.44,87.30200828,126.9295414,126.6918292,86.78836891
15.48,87.25082972,126.9217673,127.1653683,87.31098733
15.49462029,87.18013892,126.8653245,127.4039922,87.5740862
15.52,87.60398383,127.2535686,127.3476607,87.49996462
15.55433408,87.87353977,127.5174301,127.5238315,87.68754841
15.56,87.90950237,127.5532135,127.5617691,87.7276
15.6,88.16168762,127.8054954,127.8258359,88.00139349
15.64,88.41581322,128.0580256,128.0880813,88.27229397
15.660625,88.54370841,128.1863441,128.2208268,88.40746685
15.68,88.66496332,128.3065008,128.3446402,88.53456261
15.71,88.84998012,128.4921116,128.534851,88.72667826
15.72,88.91361547,128.554945,128.5990147,88.79233376
15.76,89.16650919,128.8068019,128.8553444,89.05180042
15.8,89.42393454,129.0607615,129.1127726,89.31423661
15.84,89.69280942,129.3227575,129.3760514,89.58456188
15.88,89.9829705,129.597039,129.6505713,89.87407323
15.92,90.30578936,129.8753432,129.9262067,90.19092295
15.96,90.94343229,130.182333,130.2613451,90.89836811
16,91.79276202,130.536089,130.6430165,91.80703186
16.04,92.44868196,130.8914198,131.0199501,92.49142029
16.08,92.81705197,131.2333431,131.3810755,92.8725824
16.12,92.96706604,131.5632563,131.7498113,93.07394317
16.16,93.13052295,131.9237512,132.1604592,93.29617568
16.2,93.30879624,132.3286096,132.5919217,93.47482206
16.24,93.50395648,132.7587597,132.9880333,93.54751761
16.28,93.89567985,133.1842111,133.3940224,93.90977734
16.28,93.89567985,133.1842111,133.3940224,93.90977734
16.32,94.31427375,133.6176907,133.8318869,94.3567646
16.36,94.80625934,134.1177506,134.3326795,94.86806639
16.3863737,95.16101468,134.4804356,134.6948171,95.23065155
16.4,95.35754915,134.6807732,134.8950067,95.43135258
16.44,95.98177008,135.3185597,135.532667,96.06624549
16.48,96.66756861,136.0192368,136.2315887,96.75459819
16.52,97.41818114,136.7826025,136.9861656,97.500687
16.56,98.24795013,137.6209451,137.8113887,98.32362649
16.6,99.18909779,138.5648718,138.7385748,99.25975111
16.64,100.322014,139.6563746,139.8227739,100.42938
16.68,101.8580655,140.955177,141.1184471,101.9872213
16.72,103.8538503,142.50303,142.6626093,103.9955789
16.76,106.3568608,144.3414431,144.4959078,106.5089493
16.8,110.4523561,146.0700069,146.2332109,110.6182822
16.84,117.755188,148.1088255,148.1490447,117.8899801
16.88,121.9774189,148.8604644,148.8805597,122.0827972
16.92,125.5256412,149.4623357,149.4829096,125.6011474
16.96,129.5950529,150.1732508,150.2102367,129.6282748
17,133.9333546,150.7625938,150.8129667,133.9421458
17.04,138.2789178,151.1496764,151.2105635,138.2722429
17.08,142.5606987,151.3431343,151.4123142,142.5432956
17.12,146.9072444,151.3944303,151.4693028,146.8827566
17.16,151.6264191,151.3647903,151.4425622,151.5976271
17.2,157.2480132,151.3417696,151.4191683,157.2172407
17.23286407,163.0522108,151.4960354,151.5583743,163.0343276
17.24,163.8186867,151.5714228,151.5836414,163.9076324
17.25484838,163.7690699,151.6628624,151.638577,163.9079587
17.26952063,163.1881628,151.3524464,151.3638222,163.2827299
17.28,163.2434611,151.4732326,150.5760068,162.1724423
17.2937388,163.1981361,151.488736,150.5226145,162.1686567
17.32,163.3148428,151.5869475,150.5970745,162.3753515
17.36,163.4208606,151.4355814,150.3673467,162.5371688
17.4,163.6282622,150.5617643,149.5411106,162.7318347
17.44,163.5998896,150.3657675,149.3505552,162.7014783
17.48,163.608182,150.33452,149.3249759,162.7035832
17.52,163.5804117,150.2901411,149.2842751,162.671521
17.56,163.5494721,150.2478422,149.243799,162.6383771
17.6,163.523423,150.2130564,149.2101074,162.6109385
17.63,163.5062015,150.1914222,149.189009,162.593046
17.64,163.5005398,150.1845444,149.1822398,162.5872456
17.68,163.4790678,150.1599387,149.1579219,162.5654135
17.72,163.4587884,150.137706,149.1357924,162.5450159
17.76,163.4392307,150.116711,149.1148284,162.5254384
17.8,163.4205197,150.0968525,149.0949891,162.5067354
17.84,163.4041605,150.0798234,149.0779774,162.4904218
17.88,163.3892147,150.0645426,149.0627063,162.4755525
17.92,163.3754972,150.0503211,149.0484956,162.4619284
17.96,163.3620761,150.0362204,149.0344176,162.44859
18,163.3493601,150.0229407,149.0211812,162.4359431
18.04,163.3380568,150.0112923,149.0095889,162.4247139
18.08,163.3284665,150.0014049,148.9997475,162.4152364
18.12,163.3189352,149.9913653,148.9897589,162.4058114
18.16,163.3095705,149.9815881,148.9800485,162.3965375
18.2,163.3009915,149.9727941,148.9713351,162.3880443
18.20691933,163.2995975,149.9712612,148.9698125,162.3866709
18.24,163.1368633,150.2798719,149.2036645,162.3152457
18.28,163.0100774,150.7352782,149.6775589,162.170273
18.32,162.5533853,150.8973786,150.1617318,162.0420292
18.36,161.816274,150.8854062,150.5076913,161.7116254
18.4,161.4217491,151.2748535,151.058546,161.5254238
18.44,161.3459795,151.97355,151.8079988,161.5343859
18.48,161.3931026,152.7686397,152.5903519,161.584941
18.52,161.4309512,153.5431135,153.3300132,161.591571
18.56,161.4859581,154.32079,154.0457461,161.5747606
18.6,161.536113,155.0816695,154.7562018,161.5625899
18.64,161.5797237,155.8299263,155.4646671,161.5543524
18.68,161.6495647,156.592919,156.1875843,161.5692981
18.72,161.7421394,157.3597898,156.9232974,161.6176931
18.76,161.8284089,158.1077654,157.6467563,161.6672527
18.8,161.917582,158.8463711,158.3646868,161.7184126
18.84,162.008361,159.5468352,159.1749069,161.8216217
18.88,162.1179915,160.2822705,160.1471635,162.0464035
18.92,162.2384368,161.22642,161.1304807,162.1775239
18.96,162.3089614,162.1012094,162.0067579,162.2458394
19,162.4162965,162.8976274,162.8042157,162.3517002
19.04,162.5512416,163.6262414,163.5339226,162.4849421
